d1,0.807885879,0.652679593
2.818383,,
3.1622777,,
3.1622777,,
2.818383,,
2.818383,,
2.818383,,
3.1622777,,
3.1622777,,
2.818383,,
3.1622777,,
2.818383,,
3.1622777,,
2.5118864,,
2.818383,,
2.5118864,,
2.5118864,,
2.2387211,,
2.5118864,,
3.9810717,,
1.4125376,,
1.5848932,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
2.818383,,
1.4125376,,
1.4125376,,
4.466836,,
1.4125376,,
1.4125376,,
1.4125376,,
4.466836,,
1.4125376,,
1.4125376,,
1.4125376,,
2.2387211,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.2589254,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.7782794,,
1.4125376,,
1.4125376,,
1.2589254,,
1.4125376,,
1.4125376,,
1.4125376,,
2.5118864,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.5848932,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
3.5481339,,
1.9952623,,
1.4125376,,
3.5481339,,
1.4125376,,
1.9952623,,
1.9952623,,
1.4125376,,
1.4125376,,
1.4125376,,
1.9952623,,
7.0794578,,
7.0794578,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.2589254,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.2589254,,
1.4125376,,
1.4125376,,
1.4125376,,
1.9952623,,
1.4125376,,
1.4125376,,
1.9952623,,
1.5848932,,
1.2589254,,
1.2589254,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.5848932,,
1.9952623,,
1.4125376,,
1.4125376,,
1.5848932,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.9952623,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.9952623,,
1.4125376,,
1.4125376,,
1.4125376,,
2.818383,,
1.4125376,,
1.4125376,,
1.7782794,,
1.4125376,,
1.9952623,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.7782794,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.9952623,,
1.4125376,,
1.4125376,,
1.4125376,,
1.5848932,,
1.9952623,,
1.4125376,,
1.4125376,,
1.4125376,,
1.9952623,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
10,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.5848932,,
1.4125376,,
1.5848932,,
1.4125376,,
1.5848932,,
1.9952623,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.5848932,,
1.5848932,,
3.9810717,,
1.5848932,,
1.2589254,,
1.5848932,,
1.9952623,,
1.4125376,,
1.9952623,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.9952623,,
1.5848932,,
1.5848932,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.7782794,,
1.5848932,,
1.5848932,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.2589254,,
1.4125376,,
1.9952623,,
1.5848932,,
1.5848932,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.9952623,,
1.4125376,,
1.4125376,,
2.818383,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.9952623,,
1.9952623,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.9952623,,
1.4125376,,
1.5848932,,
1.9952623,,
1.4125376,,
1.4125376,,
1.4125376,,
1.9952623,,
1.4125376,,
1.5848932,,
1.4125376,,
1.5848932,,
1.4125376,,
1.5848932,,
1.4125376,,
1.5848932,,
1.5848932,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.5848932,,
1.9952623,,
1.4125376,,
1.9952623,,
1.5848932,,
1.9952623,,
1.4125376,,
1.5848932,,
1.4125376,,
3.5481339,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.7782794,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
3.1622777,,
1.9952623,,
1.4125376,,
1.4125376,,
1.4125376,,
1.5848932,,
1.9952623,,
1.4125376,,
1.4125376,,
1.4125376,,
1.9952623,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.9952623,,
1.5848932,,
3.5481339,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.5848932,,
1.5848932,,
1.5848932,,
1.9952623,,
1.4125376,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.5848932,,
1.5848932,,
1.4125376,,
1.2589254,,
1.7782794,,
1.4125376,,
1.5848932,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.5848932,,
1.4125376,,
1.5848932,,
1.4125376,,
1.5848932,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.9952623,,
11.220184,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.5848932,,
1.5848932,,
1.5848932,,
1.4125376,,
1.4125376,,
1.5848932,,
1.5848932,,
1.5848932,,
1.4125376,,
1.4125376,,
2.2387211,,
1.5848932,,
1.4125376,,
1.4125376,,
1.5848932,,
1.5848932,,
1.5848932,,
1.9952623,,
1.5848932,,
1.4125376,,
1.4125376,,
1.5848932,,
1.2589254,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.9952623,,
1.5848932,,
1.4125376,,
1.5848932,,
3.1622777,,
1.5848932,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.9952623,,
1.4125376,,
1.7782794,,
1.5848932,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.5848932,,
1.9952623,,
1.4125376,,
2.818383,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
3.1622777,,
1.9952623,,
1.4125376,,
1.4125376,,
1.4125376,,
1.5848932,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.4125376,,
1.9952623,,
1.4125376,,
1.5848932,,
1.4125376,,
