x,y,meanX,meanY,covarainceX,covarianceY
0.1219936,0.007469118,-0.117049734,0.328790387,0.172484584,0.783871974
-0.9925309,1.1219935,,,,
-0.08149195,-0.64441323,,,,
-0.08149195,0.64441323,,,,
-0.25846678,0.033979833,,,,
0.96602017,1.2584667,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
-0.08149195,-0.64441323,,,,
-0.08149195,0.64441323,,,,
-0.25551993,-0.09253603,,,,
1.092536,1.2555199,,,,
0.1219936,0.007469118,,,,
-0.9925309,1.1219935,,,,
-0.08149195,-0.64441323,,,,
-0.08149195,0.64441323,,,,
-0.25846678,0.033979833,,,,
0.96602017,1.2584667,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
-0.08149195,-0.64441323,,,,
-0.08149195,0.64441323,,,,
-0.25551993,-0.09253603,,,,
1.092536,1.2555199,,,,
0.1219936,0.007469118,,,,
-0.9925309,1.1219935,,,,
-0.08149195,-0.64441323,,,,
-0.08149195,0.64441323,,,,
-0.25846678,0.033979833,,,,
0.96602017,1.2584667,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
-0.08149195,-0.64441323,,,,
-0.08149195,0.64441323,,,,
-0.25551993,-0.09253603,,,,
1.092536,1.2555199,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
-0.033979833,-0.25846678,,,,
-1.2584667,0.96602017,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.1219936,0.007469118,,,,
-0.9925309,1.1219935,,,,
0.09253603,-0.25551993,,,,
-1.2555199,1.092536,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
-0.007469118,-0.1219936,,,,
-1.1219935,0.9925309,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.1219936,0.007469118,,,,
-0.9925309,1.1219935,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.1219936,0.007469118,,,,
-0.9925309,1.1219935,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.1219936,0.007469118,,,,
-0.9925309,1.1219935,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
-0.007469118,-0.1219936,,,,
-1.1219935,0.9925309,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.1219936,0.007469118,,,,
-0.9925309,1.1219935,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
-0.08149195,-0.64441323,,,,
-0.08149195,0.64441323,,,,
-0.25551993,-0.09253603,,,,
1.092536,1.2555199,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.1219936,0.007469118,,,,
-0.9925309,1.1219935,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.09253603,-0.25551993,,,,
-1.2555199,1.092536,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
-0.08149195,-0.64441323,,,,
-0.08149195,0.64441323,,,,
-0.25551993,-0.09253603,,,,
1.092536,1.2555199,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.1219936,0.007469118,,,,
-0.9925309,1.1219935,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
-0.18408424,-0.77019924,,,,
-0.18408424,0.77019924,,,,
-0.41186172,-0.043693244,,,,
1.0436933,1.4118617,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.043693244,-0.41186172,,,,
-1.4118617,1.0436933,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.1219936,0.007469118,,,,
-0.9925309,1.1219935,,,,
0.1219936,0.007469118,,,,
-0.9925309,1.1219935,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
-0.007469118,-0.1219936,,,,
-1.1219935,0.9925309,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
-0.005932957,0.10876885,,,,
-0.8912312,0.9940671,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
0,0,,,,
-1,1,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.005932957,0.10876885,,,,
-0.8912312,0.9940671,,,,
-0.005932957,0.10876885,,,,
-0.8912312,0.9940671,,,,
-0.10876882,0.005932897,,,,
-0.9940671,0.8912312,,,,
-0.005932957,0.10876885,,,,
-0.8912312,0.9940671,,,,
-0.10876882,0.005932897,,,,
-0.9940671,0.8912312,,,,
0.8526909,0.74068075,,,,
-0.25931925,1.8526909,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
0.005932897,0.10876882,,,,
0.8912312,0.9940671,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.13565573,0.21734104,,,,
-0.78265893,0.86434424,,,,
-0.10876882,0.005932897,,,,
-0.9940671,0.8912312,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
0,0,,,,
-1,1,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
0,0,,,,
-1,1,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.005932957,0.10876885,,,,
-0.8912312,0.9940671,,,,
-0.005932957,0.10876885,,,,
-0.8912312,0.9940671,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.10876882,0.005932897,,,,
-0.9940671,0.8912312,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
0.37979877,0.30235386,,,,
-0.69764614,1.3797988,,,,
-0.13565573,0.21734104,,,,
-0.78265893,0.86434424,,,,
-0.005932957,0.10876885,,,,
-0.8912312,0.9940671,,,,
0.7465114,0.33462745,,,,
-0.66537255,1.7465115,,,,
-0.10876882,0.005932897,,,,
-0.9940671,0.8912312,,,,
-0.005932957,0.10876885,,,,
-0.8912312,0.9940671,,,,
-0.005932957,0.10876885,,,,
-0.8912312,0.9940671,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.10876882,0.005932897,,,,
-0.9940671,0.8912312,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.10876882,0.005932897,,,,
-0.9940671,0.8912312,,,,
-0.10876882,0.005932897,,,,
-0.9940671,0.8912312,,,,
-0.005932957,0.10876885,,,,
-0.8912312,0.9940671,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.005932957,0.10876885,,,,
-0.8912312,0.9940671,,,,
-0.005932957,0.10876885,,,,
-0.8912312,0.9940671,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
-0.02143988,0.2059612,,,,
-0.7940388,0.9785601,,,,
-0.10876882,0.005932897,,,,
-0.9940671,0.8912312,,,,
-0.13565573,0.21734104,,,,
-0.78265893,0.86434424,,,,
-0.116380274,0.116380274,,,,
-0.8836197,0.8836197,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.11600548,-0.11600548,,,,
-1.1160054,1.1160054,,,,
0.1219936,0.007469118,,,,
-0.9925309,1.1219935,,,,
-0.007469118,-0.1219936,,,,
-1.1219935,0.9925309,,,,
0,0,,,,
-1,1,,,,
